Countries,Arrival city,Stay before hajj-,Arrival type,Arrival date,Num of pilgrims
جمهورية الهند,جدة,مكة,جو,2025-05-30,1
جمهورية الهند,جدة,مكة,جو,2025-05-19,144
جمهورية مالي,جدة,مكة,جو,2025-05-21,147
جمهورية العراق,المدينة المنورة,المدينة - مكة,جو,2025-05-21,168
جمهورية العراق,جدة,مكة,جو,2025-05-21,25
"جمهورية قيرغيزستان,المدينة المنورة,المدينة - مكة,جو,2025-05-26,122"
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-22,168
جمهورية روسيا الاتحادية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,150
"جمهورية قيرغيزستان,جدة,مكة,جو,2025-05-27,2"
جمهورية روسيا الاتحادية,جدة,مكة,جو,2025-05-30,173
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-31,1
جمهورية ألبانيا,المدينة المنورة,المدينة - مكة,جو,2025-05-05,296
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-06,318
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-04,388
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-04,355
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-04,356
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-05,355
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-20,168
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-09,390
جمهورية روسيا الاتحادية,المدينة المنورة,المدينة - مكة,جو,2025-05-09,355
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-09,25
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-11,355
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-11,356
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-13,357
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-15,389
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-18,225
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-04,346
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-06,346
" أفغانستان  ,المدينة المنورة,المدينة - مكة,جو,2025-05-07,345"
" أفغانستان  ,المدينة المنورة,المدينة - مكة,جو,2025-05-08,386"
" أفغانستان  ,جدة,مكة,جو,2025-05-10,348"
جمهورية الصين الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-10,385
" أفغانستان  ,المدينة المنورة,المدينة - مكة,جو,2025-05-13,346"
جمهورية الصين الشعبية,جدة,مكة,جو,2025-05-24,346
" أفغانستان  ,جدة,مكة,جو,2025-05-27,2"
" أفغانستان  ,جدة,مكة,جو,2025-05-21,260"
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-24,395
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-27,176
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-26,151
جمهورية العراق,جدة,مكة,جو,2025-05-27,261
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-20,2
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-21,43
جمهورية مصر العربية,جدة,مكة,جو,2025-05-27,290
جمهورية مصر العربية,جدة,مكة,جو,2025-05-22,165
جمهورية مصر العربية,جدة,مكة,جو,2025-05-25,164
جمهورية طاجيكستان,المدينة المنورة,المدينة - مكة,جو,2025-05-14,345
جمهورية طاجيكستان,المدينة المنورة,المدينة - مكة,جو,2025-05-14,397
جمهورية أوزبكستان,المدينة المنورة,المدينة - مكة,جو,2025-05-15,148
جمهورية بنجلاديش الشعبية,جدة,مكة,جو,2025-05-03,1
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-15,148
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-17,245
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,370
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-03,63
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-06,237"
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,214
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,365
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-05-24,375
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,298"
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,369
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,369"
"المملكة المغربية,جدة,مكة,جو,2025-05-06,57"
"المملكة المغربية,جدة,مكة,جو,2025-05-21,1"
جمهورية الهند,جدة,مكة,جو,2025-05-21,7
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-23,20
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-23,2
جمهورية سريلانكا الديمقراطية الاشتراكية,جدة,مكة,جو,2025-05-23,2
جمهورية جنوب أفريقيا,المدينة المنورة,المدينة - مكة,جو,2025-04-29,270
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-04-30,260
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-25,17
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-25,11
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-25,4
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-25,180
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,166
جمهورية مقدونيا الشمالية ,جدة,مكة,جو,2025-05-26,100
جمهورية مقدونيا الشمالية ,جدة,مكة,جو,2025-05-26,2
جمهورية طاجيكستان,المدينة المنورة,المدينة - مكة,جو,2025-05-03,440
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-03,433
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-05,441
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-05,438
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-05,377
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-09,45
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-09,18
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-06,437
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-06,374
